DNA Sequence,avg_reward,highest reward in an episode,the whole 10 episodes reward,what kind of mutaion 
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",156.7,264,"[171.0, 79.0, 264.0, 98.0, 125.0, 140.0, 139.0, 145.0, 156.0, 250.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.6,244,"[137.0, 94.0, 191.0, 118.0, 244.0, 119.0, 217.0, 141.0, 138.0, 167.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,"[201.0, 71.0, 239.0, 137.0, 147.0, 115.0, 140.0, 139.0, 243.0, 133.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",156.5,243,[],remove a quantum layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 3, 'T', 'Q', 3, 'F', 3]",156.3,263,"[221.0, 16.0, 48.0, 25.0, 206.0, 263.0, 193.0, 216.0, 135.0, 240.0]",add a quantum layer
"['C', 37, 'R', 'C', 25, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",155.9,290,"[167.0, 74.0, 218.0, 58.0, 108.0, 161.0, 134.0, 179.0, 290.0, 170.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",155.6,212,"[138.0, 151.0, 212.0, 104.0, 118.0, 155.0, 156.0, 210.0, 167.0, 145.0]",remove a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",155.4,238,"[143.0, 238.0, 148.0, 159.0, 127.0, 222.0, 118.0, 126.0, 132.0, 141.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",154.8,250,"[166.0, 86.0, 33.0, 193.0, 147.0, 151.0, 205.0, 170.0, 147.0, 250.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",154.8,215,"[137.0, 212.0, 164.0, 215.0, 121.0, 100.0, 161.0, 144.0, 139.0, 155.0]",change the activation fucntion of a layer
"['C', 50, 'R', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",154.5,250,"[163.0, 78.0, 169.0, 164.0, 157.0, 51.0, 189.0, 137.0, 187.0, 250.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",154.4,343,"[109.0, 59.0, 73.0, 168.0, 104.0, 100.0, 343.0, 308.0, 104.0, 176.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 51, 'T', 'C', 5, 'T', 'C', 1]",154,263,"[148.0, 23.0, 263.0, 165.0, 167.0, 11.0, 234.0, 188.0, 123.0, 218.0]",alter a layer: add
"['C', 37, 'R', 'C', 6, 'T', 'C', 5]",154,252,"[152.0, 74.0, 252.0, 157.0, 153.0, 101.0, 88.0, 206.0, 234.0, 123.0]",remove a classical layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5]",153.9,317,"[136.0, 103.0, 126.0, 147.0, 121.0, 317.0, 154.0, 133.0, 159.0, 143.0]",remove a classical layer
"['C', 61, 'R', 'C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",153.3,264,"[85.0, 84.0, 80.0, 264.0, 99.0, 170.0, 179.0, 255.0, 77.0, 240.0]",add a classical layer
"['C', 44, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",153,500,"[164.0, 86.0, 148.0, 112.0, 124.0, 145.0, 500.0, 120.0, 50.0, 81.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",152.9,229,"[129.0, 40.0, 162.0, 181.0, 226.0, 40.0, 197.0, 186.0, 139.0, 229.0]",change the repetitions of the ansatz
"['C', 37, 'R', 'C', 6, 'T', 'C', 5]",151.8,340,"[160.0, 123.0, 195.0, 38.0, 88.0, 156.0, 16.0, 340.0, 177.0, 225.0]",remove a classical layer
"['C', 12, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 55, 'T', 'C', 1]",151.5,263,"[141.0, 110.0, 156.0, 106.0, 106.0, 154.0, 149.0, 263.0, 180.0, 150.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",151.4,191,"[136.0, 138.0, 146.0, 152.0, 191.0, 112.0, 127.0, 151.0, 189.0, 172.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 55, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",150.8,374,"[82.0, 87.0, 73.0, 118.0, 153.0, 82.0, 178.0, 210.0, 151.0, 374.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",150,199,"[199.0, 51.0, 176.0, 89.0, 161.0, 159.0, 173.0, 159.0, 197.0, 136.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 41, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",148.9,237,"[111.0, 58.0, 113.0, 229.0, 202.0, 120.0, 117.0, 146.0, 156.0, 237.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 53, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",148.5,261,"[151.0, 89.0, 261.0, 136.0, 132.0, 107.0, 159.0, 151.0, 131.0, 168.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 6, 'R', 'C', 1]",146.7,216,"[127.0, 140.0, 216.0, 31.0, 117.0, 151.0, 166.0, 180.0, 178.0, 161.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",146.7,309,"[129.0, 69.0, 197.0, 121.0, 85.0, 127.0, 309.0, 152.0, 144.0, 134.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",146.2,238,"[163.0, 113.0, 238.0, 89.0, 174.0, 90.0, 126.0, 237.0, 66.0, 166.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 13, 'T', 'C', 24, 'T', 'C', 55, 'T', 'C', 1]",145.5,236,"[174.0, 78.0, 74.0, 236.0, 105.0, 140.0, 166.0, 220.0, 132.0, 130.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'R', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",145.3,202,"[133.0, 168.0, 60.0, 152.0, 129.0, 179.0, 202.0, 123.0, 171.0, 136.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 4, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",144.8,248,"[144.0, 124.0, 121.0, 120.0, 211.0, 83.0, 170.0, 248.0, 98.0, 129.0]",add a classical layer
"['C', 37, 'T', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",144.5,277,"[220.0, 23.0, 39.0, 63.0, 165.0, 123.0, 140.0, 272.0, 123.0, 277.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 56, 'R', 'C', 1]",144.3,241,"[168.0, 116.0, 119.0, 78.0, 181.0, 112.0, 188.0, 241.0, 116.0, 124.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",144,200,"[169.0, 126.0, 144.0, 78.0, 200.0, 148.0, 117.0, 141.0, 126.0, 191.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 60, 'R', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",143.9,315,"[24.0, 112.0, 105.0, 173.0, 98.0, 174.0, 174.0, 115.0, 149.0, 315.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 54, 'T', 'C', 1]",143.6,226,"[161.0, 81.0, 139.0, 133.0, 160.0, 154.0, 162.0, 54.0, 166.0, 226.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 41, 'T', 'C', 5, 'T', 'C', 1]",143.5,237,"[91.0, 177.0, 190.0, 59.0, 228.0, 135.0, 237.0, 103.0, 102.0, 113.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'T', 'C', 38, 'R', 'C', 1]",143.3,222,"[116.0, 111.0, 140.0, 222.0, 143.0, 129.0, 141.0, 133.0, 171.0, 127.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",142,200,"[136.0, 35.0, 189.0, 123.0, 64.0, 183.0, 141.0, 185.0, 164.0, 200.0]",remove a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,"[148.0, 99.0, 37.0, 22.0, 293.0, 275.0, 144.0, 229.0, 47.0, 125.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",141.9,293,[],change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 56, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",141.1,395,"[114.0, 54.0, 84.0, 115.0, 395.0, 97.0, 109.0, 137.0, 154.0, 152.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",141,249,"[167.0, 81.0, 192.0, 36.0, 39.0, 99.0, 161.0, 179.0, 207.0, 249.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 32, 'T', 'C', 1]",140.9,274,"[164.0, 136.0, 158.0, 51.0, 274.0, 136.0, 139.0, 126.0, 139.0, 86.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",140.7,187,"[129.0, 114.0, 128.0, 154.0, 144.0, 135.0, 133.0, 133.0, 150.0, 187.0]",remove a quantum layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",140.1,265,"[137.0, 32.0, 79.0, 37.0, 229.0, 220.0, 40.0, 192.0, 170.0, 265.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 38, 'T', 'C', 5, 'T', 'C', 1]",140,257,"[144.0, 28.0, 117.0, 157.0, 111.0, 184.0, 257.0, 80.0, 99.0, 223.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'T', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",139.7,198,"[148.0, 196.0, 142.0, 29.0, 100.0, 159.0, 198.0, 126.0, 105.0, 194.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 1]",139.7,204,"[167.0, 101.0, 146.0, 97.0, 102.0, 177.0, 142.0, 161.0, 100.0, 204.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",137.9,247,"[154.0, 77.0, 180.0, 100.0, 114.0, 147.0, 139.0, 247.0, 139.0, 82.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",137.8,248,"[168.0, 71.0, 79.0, 160.0, 122.0, 175.0, 117.0, 95.0, 143.0, 248.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",137.6,237,"[159.0, 90.0, 174.0, 90.0, 200.0, 63.0, 237.0, 140.0, 155.0, 68.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",136.8,204,"[167.0, 106.0, 178.0, 117.0, 204.0, 140.0, 114.0, 125.0, 102.0, 115.0]",remove a quantum layer
"['C', 64, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",136.5,188,"[160.0, 93.0, 187.0, 73.0, 147.0, 126.0, 147.0, 61.0, 188.0, 183.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",135.9,238,"[84.0, 144.0, 46.0, 238.0, 99.0, 213.0, 135.0, 57.0, 234.0, 109.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 3, 'R', 'Q', 3, 'L', 2, 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",135.1,269,"[195.0, 47.0, 36.0, 120.0, 79.0, 269.0, 32.0, 251.0, 98.0, 224.0]",add a quantum layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",134.4,232,"[165.0, 84.0, 35.0, 166.0, 65.0, 232.0, 27.0, 137.0, 232.0, 201.0]",remove a classical layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",134.4,232,[],identity
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",134.4,232,[],identity
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",134.4,232,[],identity
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",134.4,232,[],identity
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 38, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",132.9,247,"[142.0, 26.0, 85.0, 139.0, 120.0, 118.0, 179.0, 145.0, 247.0, 128.0]",alter a layer: add
"['C', 37, 'R', 'C', 7, 'R', 'C', 5, 'T', 'C', 1]",132.5,234,"[141.0, 33.0, 67.0, 179.0, 96.0, 159.0, 163.0, 234.0, 225.0, 28.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 62, 'R', 'C', 38, 'R', 'C', 1]",132.4,302,"[134.0, 185.0, 163.0, 34.0, 161.0, 103.0, 106.0, 101.0, 302.0, 35.0]",remove a classical layer
"['C', 37, 'R', 'C', 26, 'R', 'C', 1]",132.2,274,"[87.0, 74.0, 88.0, 209.0, 53.0, 85.0, 274.0, 199.0, 218.0, 35.0]",remove a classical layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 1]",131.9,186,"[101.0, 183.0, 127.0, 185.0, 167.0, 11.0, 125.0, 145.0, 186.0, 89.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",131.8,243,"[138.0, 34.0, 81.0, 107.0, 155.0, 243.0, 130.0, 177.0, 115.0, 138.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",131.8,204,"[171.0, 73.0, 179.0, 88.0, 98.0, 152.0, 12.0, 204.0, 178.0, 163.0]",change the repetitions of the ansatz
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1]",131.7,225,"[149.0, 22.0, 225.0, 119.0, 58.0, 41.0, 192.0, 137.0, 205.0, 169.0]",remove a classical layer
"['C', 37, 'R', 'C', 6, 'T', 'C', 5]",131.5,224,"[95.0, 76.0, 113.0, 174.0, 60.0, 103.0, 175.0, 224.0, 165.0, 130.0]",remove a classical layer
"['C', 3, 'R', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",131.4,219,"[219.0, 32.0, 58.0, 100.0, 100.0, 147.0, 155.0, 157.0, 144.0, 202.0]",add a classical layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5, 'T', 'C', 39, 'T', 'C', 1]",129.9,273,"[137.0, 90.0, 192.0, 91.0, 121.0, 140.0, 175.0, 273.0, 27.0, 53.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 9, 'T', 'Q', 9, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",129.9,246,"[139.0, 35.0, 69.0, 148.0, 122.0, 246.0, 12.0, 181.0, 177.0, 170.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",129.5,213,"[87.0, 80.0, 78.0, 174.0, 89.0, 213.0, 54.0, 198.0, 195.0, 127.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 17, 'T', 'C', 5, 'T', 'C', 1]",129.5,267,"[204.0, 38.0, 267.0, 79.0, 151.0, 62.0, 167.0, 120.0, 79.0, 128.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 9, 'T', 'C', 5, 'T', 'C', 1]",129.4,297,"[297.0, 20.0, 155.0, 39.0, 112.0, 172.0, 162.0, 169.0, 140.0, 28.0]",remove a quantum layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 25, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",129.4,240,"[95.0, 72.0, 75.0, 173.0, 101.0, 240.0, 68.0, 171.0, 240.0, 59.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",129.4,251,"[142.0, 155.0, 102.0, 108.0, 186.0, 81.0, 97.0, 251.0, 109.0, 63.0]",change the repetitions of the ansatz
"['C', 51, 'R', 'C', 5, 'T', 'C', 1]",129.3,227,"[136.0, 96.0, 19.0, 227.0, 178.0, 126.0, 150.0, 95.0, 162.0, 104.0]",remove a classical layer
"['C', 37, 'R', 'C', 20, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",129,271,"[194.0, 179.0, 24.0, 78.0, 40.0, 205.0, 149.0, 126.0, 24.0, 271.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 59, 'T', 'C', 1]",128.7,237,"[84.0, 138.0, 170.0, 84.0, 35.0, 119.0, 237.0, 171.0, 204.0, 45.0]",alter a layer: add
"['C', 31, 'T', 'C', 37, 'R', 'C', 6, 'R', 'C', 32, 'T', 'C', 1]",128.5,276,"[130.0, 39.0, 73.0, 105.0, 134.0, 112.0, 41.0, 140.0, 276.0, 235.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",128.2,266,"[45.0, 99.0, 136.0, 169.0, 61.0, 147.0, 118.0, 206.0, 266.0, 35.0]",add a classical layer
"['C', 37, 'R', 'C', 48, 'R', 'C', 24, 'T', 'C', 1]",128.1,218,"[112.0, 195.0, 108.0, 69.0, 32.0, 99.0, 163.0, 142.0, 143.0, 218.0]",alter a layer: add
"['C', 37, 'R', 'C', 3, 'T', 'Q', 3, 'L', 2, 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",127.8,271,"[85.0, 126.0, 271.0, 145.0, 136.0, 13.0, 116.0, 136.0, 175.0, 75.0]",add a quantum layer
