DNA Sequence,avg_reward,highest reward in an episode,the whole 10 episodes reward,what kind of mutaion 
"['C', 37, 'R', 'C', 6, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",126.1,217,"[122.0, 45.0, 118.0, 188.0, 44.0, 157.0, 100.0, 217.0, 170.0, 100.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",125.7,197,"[82.0, 87.0, 83.0, 159.0, 100.0, 113.0, 151.0, 126.0, 197.0, 159.0]",change the activation fucntion of a layer
"['C', 50, 'R', 'C', 28, 'T', 'C', 1]",125.7,223,"[165.0, 76.0, 217.0, 53.0, 80.0, 132.0, 83.0, 174.0, 54.0, 223.0]",remove a classical layer
"['C', 37, 'R', 'C', 50, 'R', 'C', 24, 'T', 'C', 1]",125.4,211,"[136.0, 37.0, 69.0, 194.0, 47.0, 113.0, 211.0, 194.0, 178.0, 75.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",124.2,246,"[148.0, 20.0, 75.0, 40.0, 192.0, 246.0, 151.0, 89.0, 155.0, 126.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 4, 'T', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",124.2,207,"[113.0, 41.0, 98.0, 133.0, 158.0, 207.0, 120.0, 123.0, 116.0, 133.0]",remove a classical layer
"['C', 37, 'R', 'C', 63, 'R', 'C', 1]",123.7,254,"[87.0, 54.0, 28.0, 138.0, 83.0, 89.0, 156.0, 239.0, 109.0, 254.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 3, 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",123.3,225,"[79.0, 89.0, 81.0, 183.0, 81.0, 142.0, 115.0, 181.0, 57.0, 225.0]",change the entanglement type of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",122.9,268,"[141.0, 33.0, 65.0, 37.0, 268.0, 203.0, 27.0, 216.0, 38.0, 201.0]",change the repetitions of the ansatz
"['C', 47, 'R', 'C', 24, 'T', 'C', 1]",122.3,234,"[95.0, 78.0, 104.0, 234.0, 101.0, 90.0, 131.0, 122.0, 165.0, 103.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 63, 'R', 'C', 38, 'R', 'C', 1]",121.5,216,"[216.0, 27.0, 130.0, 125.0, 109.0, 118.0, 157.0, 79.0, 111.0, 143.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 51, 'T', 'C', 1]",120.7,270,"[120.0, 50.0, 46.0, 27.0, 168.0, 99.0, 102.0, 122.0, 203.0, 270.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 5, 'R', 'Q', 5, 'F', 1]",119,236,"[143.0, 22.0, 70.0, 38.0, 136.0, 74.0, 175.0, 115.0, 181.0, 236.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 1]",118.5,250,"[87.0, 78.0, 95.0, 141.0, 250.0, 108.0, 51.0, 143.0, 131.0, 101.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 6, 'T', 'Q', 6, 'O', 3, 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",118.2,262,"[39.0, 41.0, 92.0, 76.0, 81.0, 180.0, 92.0, 262.0, 99.0, 220.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 57, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",115.4,174,"[129.0, 37.0, 107.0, 121.0, 157.0, 122.0, 104.0, 153.0, 50.0, 174.0]",alter a layer: add
"['C', 11, 'R', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",115.1,206,"[128.0, 141.0, 43.0, 156.0, 44.0, 206.0, 58.0, 175.0, 37.0, 163.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 60, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",114.3,193,"[139.0, 33.0, 78.0, 193.0, 168.0, 136.0, 26.0, 127.0, 116.0, 127.0]",add a classical layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 24, 'T', 'C', 1]",114.3,165,"[164.0, 105.0, 76.0, 136.0, 133.0, 61.0, 123.0, 165.0, 50.0, 130.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",114.3,156,"[126.0, 44.0, 147.0, 121.0, 74.0, 84.0, 122.0, 131.0, 138.0, 156.0]",change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'T', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",113.8,161,"[134.0, 115.0, 120.0, 161.0, 102.0, 93.0, 64.0, 113.0, 130.0, 106.0]",remove a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 52, 'T', 'C', 1]",111.8,268,"[85.0, 51.0, 35.0, 70.0, 56.0, 194.0, 268.0, 79.0, 174.0, 106.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'T', 'C', 1]",111.4,217,"[96.0, 76.0, 79.0, 65.0, 94.0, 96.0, 217.0, 62.0, 160.0, 169.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 17, 'T', 'C', 1]",111.1,184,"[166.0, 74.0, 44.0, 173.0, 51.0, 43.0, 106.0, 184.0, 159.0, 111.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",110.6,190,"[135.0, 37.0, 113.0, 132.0, 94.0, 163.0, 88.0, 14.0, 140.0, 190.0]",change the repetitions of the ansatz
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",110.1,195,"[93.0, 74.0, 22.0, 62.0, 195.0, 162.0, 113.0, 123.0, 108.0, 149.0]",remove a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",108.3,180,"[139.0, 29.0, 80.0, 53.0, 118.0, 174.0, 180.0, 78.0, 136.0, 96.0]",remove a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 2, 'T', 'Q', 2, 'L', 1, 'C', 1]",105.6,221,"[94.0, 74.0, 81.0, 26.0, 200.0, 169.0, 221.0, 128.0, 23.0, 40.0]",add a quantum layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 17, 'R', 'C', 1]",105.3,190,"[140.0, 113.0, 76.0, 147.0, 37.0, 144.0, 100.0, 190.0, 83.0, 23.0]",add a classical layer
"['C', 37, 'R', 'C', 19, 'R', 'C', 24, 'T', 'C', 1]",104.4,221,"[144.0, 26.0, 132.0, 118.0, 88.0, 119.0, 88.0, 57.0, 51.0, 221.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 3, 'T', 'Q', 3, 'F', 3, 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",103.4,196,"[53.0, 109.0, 75.0, 69.0, 95.0, 80.0, 168.0, 175.0, 196.0, 14.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 7, 'R', 'C', 24, 'T', 'C', 1]",103.3,221,"[94.0, 77.0, 66.0, 13.0, 188.0, 139.0, 83.0, 221.0, 111.0, 41.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",103.3,175,"[94.0, 77.0, 81.0, 145.0, 117.0, 27.0, 58.0, 175.0, 141.0, 118.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 34, 'R', 'C', 5, 'T', 'C', 1]",103.2,164,"[164.0, 78.0, 127.0, 28.0, 111.0, 116.0, 131.0, 28.0, 101.0, 148.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,"[84.0, 52.0, 33.0, 118.0, 108.0, 111.0, 129.0, 265.0, 87.0, 41.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",102.8,265,[],identity
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 31, 'T', 'C', 1]",102.7,231,"[81.0, 75.0, 16.0, 78.0, 231.0, 126.0, 151.0, 19.0, 90.0, 160.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'R', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",102,229,"[144.0, 30.0, 66.0, 67.0, 91.0, 74.0, 39.0, 183.0, 97.0, 229.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 39, 'R', 'C', 24, 'T', 'C', 1]",101.6,185,"[165.0, 76.0, 62.0, 93.0, 83.0, 106.0, 140.0, 81.0, 185.0, 25.0]",alter a layer: add
"['C', 37, 'R', 'C', 41, 'T', 'C', 28, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",101.6,167,"[146.0, 107.0, 57.0, 167.0, 64.0, 55.0, 38.0, 139.0, 106.0, 137.0]",add a classical layer
"['C', 38, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",101.5,162,"[131.0, 37.0, 72.0, 162.0, 74.0, 41.0, 106.0, 109.0, 139.0, 144.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 7, 'T', 'Q', 7, 'F', 2]",100.9,236,"[87.0, 81.0, 79.0, 228.0, 26.0, 13.0, 70.0, 164.0, 25.0, 236.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",99.8,209,"[139.0, 29.0, 67.0, 38.0, 37.0, 204.0, 23.0, 106.0, 146.0, 209.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 53, 'R', 'C', 24, 'T', 'C', 1]",99.4,183,"[150.0, 93.0, 163.0, 73.0, 36.0, 58.0, 183.0, 20.0, 111.0, 107.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 31, 'T', 'C', 1]",99.3,218,"[93.0, 55.0, 27.0, 79.0, 153.0, 73.0, 104.0, 218.0, 146.0, 45.0]",alter a layer: add
"['C', 37, 'R', 'C', 45, 'R', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",99.3,159,"[150.0, 115.0, 132.0, 85.0, 99.0, 37.0, 141.0, 14.0, 159.0, 61.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 37, 'T', 'C', 1]",99.1,212,"[91.0, 156.0, 110.0, 54.0, 64.0, 65.0, 67.0, 139.0, 33.0, 212.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'R', 'C', 1]",98.9,174,"[164.0, 111.0, 56.0, 71.0, 109.0, 60.0, 61.0, 174.0, 84.0, 99.0]",change the activation fucntion of a layer
"['C', 56, 'T', 'C', 46, 'T', 'C', 33, 'R', 'C', 8, 'T', 'Q', 8, 'F', 2]",98.9,264,"[86.0, 84.0, 82.0, 30.0, 182.0, 14.0, 264.0, 30.0, 128.0, 89.0]",change the entanglement type of the ansatz
"['C', 37, 'R', 'C', 2, 'R', 'C', 25, 'T', 'C', 1]",98.5,204,"[154.0, 15.0, 66.0, 15.0, 60.0, 204.0, 95.0, 190.0, 149.0, 37.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 55, 'R', 'C', 24, 'T', 'C', 40, 'T', 'C', 1]",98.5,224,"[168.0, 69.0, 103.0, 56.0, 64.0, 62.0, 224.0, 89.0, 83.0, 67.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'L', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",98.5,207,"[141.0, 30.0, 81.0, 153.0, 106.0, 83.0, 103.0, 59.0, 22.0, 207.0]",change the repetitions of the ansatz
"['C', 37, 'R', 'C', 49, 'R', 'C', 1]",98.2,197,"[86.0, 79.0, 84.0, 84.0, 74.0, 103.0, 92.0, 79.0, 104.0, 197.0]",remove a classical layer
"['C', 37, 'R', 'C', 29, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",98,202,"[150.0, 103.0, 62.0, 19.0, 63.0, 78.0, 40.0, 74.0, 189.0, 202.0]",add a classical layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5]",97.7,207,"[79.0, 85.0, 88.0, 170.0, 62.0, 33.0, 85.0, 207.0, 117.0, 51.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 1, 'T', 'C', 2]",97.5,198,"[67.0, 102.0, 103.0, 146.0, 55.0, 43.0, 197.0, 50.0, 14.0, 198.0]",add a classical layer
"['C', 37, 'R', 'C', 28, 'R', 'C', 1]",97.5,199,"[90.0, 58.0, 24.0, 110.0, 158.0, 34.0, 37.0, 102.0, 163.0, 199.0]",remove a classical layer
"['C', 37, 'R', 'C', 48, 'R', 'C', 1]",97.5,248,"[138.0, 30.0, 83.0, 248.0, 13.0, 32.0, 52.0, 106.0, 95.0, 178.0]",remove a classical layer
"['C', 37, 'R', 'C', 19, 'R', 'C', 24, 'T', 'C', 1]",97,193,"[84.0, 72.0, 76.0, 69.0, 29.0, 193.0, 123.0, 126.0, 105.0, 93.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",96.9,205,"[86.0, 151.0, 41.0, 27.0, 205.0, 30.0, 120.0, 115.0, 168.0, 26.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 30, 'T', 'C', 1]",96.3,189,"[159.0, 14.0, 127.0, 155.0, 55.0, 87.0, 122.0, 44.0, 11.0, 189.0]",alter a layer: add
"['C', 37, 'R', 'C', 46, 'R', 'C', 24, 'T', 'C', 1]",95.7,181,"[85.0, 69.0, 79.0, 50.0, 144.0, 62.0, 120.0, 148.0, 19.0, 181.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 41, 'R', 'C', 1]",95.6,184,"[166.0, 74.0, 85.0, 87.0, 63.0, 30.0, 95.0, 156.0, 16.0, 184.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 2, 'C', 46, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",95.1,193,"[129.0, 35.0, 84.0, 193.0, 25.0, 13.0, 116.0, 159.0, 25.0, 172.0]",remove a classical layer
"['C', 37, 'R', 'C', 13, 'R', 'C', 1]",94.3,247,"[86.0, 77.0, 57.0, 20.0, 167.0, 78.0, 29.0, 75.0, 107.0, 247.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",92.7,204,"[94.0, 75.0, 69.0, 63.0, 204.0, 98.0, 117.0, 59.0, 50.0, 98.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 46, 'T', 'C', 1]",91.3,159,"[81.0, 90.0, 64.0, 17.0, 49.0, 112.0, 80.0, 159.0, 122.0, 139.0]",alter a layer: add
"['C', 37, 'R', 'C', 6, 'R', 'C', 5]",91.2,160,"[83.0, 86.0, 81.0, 160.0, 66.0, 38.0, 88.0, 21.0, 155.0, 134.0]",remove a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",90.8,140,"[140.0, 22.0, 88.0, 56.0, 105.0, 101.0, 35.0, 117.0, 120.0, 124.0]",change the activation fucntion of a layer
"['C', 28, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",89.9,152,"[101.0, 68.0, 69.0, 152.0, 81.0, 40.0, 95.0, 33.0, 124.0, 136.0]",add a classical layer
"['C', 37, 'R', 'C', 37, 'R', 'C', 1]",89.3,141,"[78.0, 98.0, 66.0, 64.0, 96.0, 108.0, 97.0, 141.0, 27.0, 118.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 31, 'T', 'C', 1]",88.8,207,"[87.0, 83.0, 22.0, 49.0, 100.0, 75.0, 91.0, 207.0, 86.0, 88.0]",add a classical layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 40, 'T', 'C', 1]",88.4,204,"[87.0, 84.0, 70.0, 43.0, 24.0, 204.0, 31.0, 70.0, 165.0, 106.0]",remove a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 55, 'R', 'C', 1]",87.6,180,"[160.0, 70.0, 44.0, 120.0, 180.0, 49.0, 97.0, 40.0, 14.0, 102.0]",remove a classical layer
"['C', 37, 'R', 'C', 25, 'R', 'C', 1]",87.1,172,"[82.0, 85.0, 34.0, 109.0, 104.0, 60.0, 121.0, 172.0, 31.0, 73.0]",remove a classical layer
"['C', 37, 'R', 'C', 39, 'R', 'C', 1]",86.8,176,"[84.0, 73.0, 74.0, 107.0, 72.0, 22.0, 52.0, 176.0, 114.0, 94.0]",remove a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",85.5,188,"[163.0, 69.0, 17.0, 35.0, 21.0, 95.0, 111.0, 30.0, 126.0, 188.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 6, 'R', 'C', 5]",83.9,160,"[91.0, 64.0, 14.0, 69.0, 160.0, 94.0, 21.0, 84.0, 138.0, 104.0]",remove a classical layer
"['C', 10, 'T', 'Q', 10, 'L', 1, 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",81.9,167,"[167.0, 50.0, 28.0, 31.0, 83.0, 76.0, 74.0, 105.0, 118.0, 87.0]",add a quantum layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 26, 'T', 'C', 1]",81.4,124,"[82.0, 85.0, 124.0, 101.0, 58.0, 28.0, 34.0, 84.0, 97.0, 121.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 8, 'R', 'C', 1]",80.1,152,"[78.0, 86.0, 37.0, 79.0, 25.0, 48.0, 152.0, 99.0, 62.0, 135.0]",add a classical layer
"['C', 37, 'R', 'C', 41, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 26, 'T', 'C', 1]",79,130,"[78.0, 90.0, 89.0, 121.0, 32.0, 61.0, 36.0, 101.0, 130.0, 52.0]",add a classical layer
"['C', 8, 'R', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 1]",78.8,100,"[86.0, 71.0, 71.0, 97.0, 80.0, 71.0, 39.0, 88.0, 100.0, 85.0]",add a classical layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'R', 'C', 5, 'T', 'C', 1]",77.9,167,"[136.0, 28.0, 79.0, 45.0, 19.0, 45.0, 157.0, 31.0, 72.0, 167.0]",change the activation fucntion of a layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 35, 'T', 'C', 1]",77.9,143,"[143.0, 25.0, 133.0, 133.0, 42.0, 37.0, 28.0, 67.0, 142.0, 29.0]",remove a classical layer
"['C', 54, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 3, 'C', 9, 'R', 'C', 55, 'T', 'C', 29, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",77.7,163,"[163.0, 51.0, 26.0, 90.0, 138.0, 24.0, 23.0, 118.0, 97.0, 47.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 62, 'T', 'C', 1]",77.6,163,"[77.0, 92.0, 71.0, 143.0, 24.0, 70.0, 34.0, 81.0, 163.0, 21.0]",remove a classical layer
"['C', 37, 'T', 'C', 10, 'R', 'Q', 10, 'L', 2, 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",77.5,118,"[70.0, 100.0, 31.0, 102.0, 107.0, 14.0, 84.0, 90.0, 118.0, 59.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 3, 'R', 'Q', 3, 'F', 3]",77.4,149,"[91.0, 77.0, 21.0, 42.0, 102.0, 70.0, 74.0, 137.0, 149.0, 11.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5]",77.4,164,"[157.0, 15.0, 79.0, 51.0, 126.0, 89.0, 20.0, 51.0, 164.0, 22.0]",remove a classical layer
"['C', 37, 'R', 'C', 7, 'T', 'Q', 7, 'F', 3, 'C', 24, 'T', 'C', 5, 'T', 'C', 1]",77.4,235,"[235.0, 50.0, 41.0, 123.0, 66.0, 26.0, 44.0, 48.0, 113.0, 28.0]",add a quantum layer
"['C', 49, 'T', 'C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 5, 'T', 'C', 8, 'R', 'Q', 8, 'F', 1]",77.4,144,"[60.0, 110.0, 67.0, 13.0, 80.0, 144.0, 34.0, 105.0, 137.0, 24.0]",add a quantum layer
"['C', 37, 'R', 'C', 2, 'T', 'C', 24, 'T', 'C', 5, 'T', 'C', 63, 'R', 'C', 1]",76.8,127,"[95.0, 59.0, 127.0, 33.0, 84.0, 85.0, 50.0, 61.0, 73.0, 101.0]",add a classical layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 5, 'T', 'Q', 5, 'F', 2, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",76.2,128,"[96.0, 71.0, 82.0, 53.0, 98.0, 73.0, 13.0, 113.0, 35.0, 128.0]",alter a layer: add
"['C', 37, 'R', 'C', 31, 'R', 'C', 24, 'T', 'C', 1]",76,149,"[90.0, 80.0, 50.0, 21.0, 75.0, 87.0, 74.0, 35.0, 99.0, 149.0]",alter a layer: add
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'R', 'C', 42, 'R', 'C', 38, 'R', 'C', 1]",75.9,169,"[83.0, 65.0, 24.0, 81.0, 51.0, 25.0, 85.0, 65.0, 111.0, 169.0]",change the repetitions of the ansatz
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'Q', 2, 'F', 1, 'C', 9, 'R', 'C', 55, 'T', 'C', 42, 'R', 'C', 38, 'T', 'C', 1]",75.8,161,"[93.0, 50.0, 25.0, 80.0, 71.0, 83.0, 76.0, 161.0, 96.0, 23.0]",change the activation fucntion of a layer
"['C', 50, 'T', 'C', 13, 'R', 'C', 2, 'T', 'C', 9, 'R', 'C', 64, 'T', 'C', 42, 'R', 'C', 38, 'R', 'C', 9, 'T', 'Q', 9, 'F', 3]",74.4,184,"[140.0, 35.0, 184.0, 13.0, 23.0, 82.0, 22.0, 11.0, 74.0, 160.0]",add a quantum layer
"['C', 37, 'T', 'C', 2, 'R', 'C', 24, 'T', 'C', 42, 'T', 'C', 1]",73.9,124,"[77.0, 97.0, 47.0, 22.0, 99.0, 124.0, 65.0, 79.0, 63.0, 66.0]",alter a layer: add
"['C', 37, 'R', 'C', 2, 'R', 'C', 24, 'T', 'C', 28, 'T', 'C', 1]",70.6,166,"[85.0, 56.0, 30.0, 65.0, 17.0, 92.0, 166.0, 70.0, 60.0, 65.0]",alter a layer: add
